Disease,Severity,Weight,Age,Breed,Temperature,Previous_Disease,Treatment,Feed_Adjustment_Percent
Contagious,1,376.2,23,AFS,39.2,Lumpy Skin,Antibiotics + Isolation,-14.7
Lumpy Skin,1,470.9,54,AFS,39.0,None,Antibiotics + Isolation,-14.4
Ringworm,1,441.5,91,AFS,39.5,None,Topical Treatment + Monitoring,-7.3
Pediculosis,0,536.6,48,AFS,38.8,None,Antiparasitic + Monitoring,-2.9
FMD,0,403.9,85,AFS,38.5,None,Supportive Care Only,-4.4
Lumpy Skin,2,379.4,23,AFS,40.9,Dermatophilosis,Antiviral + Quarantine,-23.6
Ringworm,1,502.2,31,AFS,39.2,None,Topical Treatment + Monitoring,-6.7
Dermatophilosis,0,434.3,30,AFS,38.8,None,Topical Treatment + Monitoring,-6.0
Healthy,0,429.8,92,AFS,38.8,None,No Treatment Required,0.0
Healthy,0,537.6,61,AFS,38.7,None,No Treatment Required,0.0
FMD,0,350.2,20,AFS,38.9,None,Supportive Care Only,-6.8
Contagious,1,464.6,12,AFS,39.7,None,Antibiotics + Isolation,-15.5
Contagious,1,390.0,15,AFS,39.4,None,Antibiotics + Isolation,-14.3
FMD,1,475.0,79,AFS,39.0,None,Antibiotics + Isolation,-14.4
Dermatophilosis,0,505.5,48,AFS,38.8,None,Topical Treatment + Monitoring,-5.2
Healthy,0,404.9,90,AFS,38.6,FMD,No Treatment Required,0.0
Mastitis,1,548.9,40,AFS,39.6,None,Anti-inflammatory + Rest,-11.9
Ringworm,0,352.4,90,AFS,38.9,None,Topical Treatment + Monitoring,-1.0
Lumpy Skin,0,381.1,27,AFS,38.6,Dermatophilosis,Topical Treatment + Monitoring,-3.8
FMD,1,431.7,74,AFS,39.1,None,Antibiotics + Isolation,-13.6
Ringworm,1,351.4,82,AFS,39.7,None,Topical Treatment + Monitoring,-7.1
Mastitis,2,446.3,25,AFS,40.6,None,Antibiotics + Isolation,-21.4
Lumpy Skin,2,454.3,17,AFS,41.2,Contagious,Antiviral + Quarantine,-25.0
Mastitis,0,356.9,24,AFS,38.6,None,Anti-inflammatory + Rest,-5.9
FMD,1,384.4,88,AFS,39.4,None,Antibiotics + Isolation,-13.9
Ringworm,1,434.6,45,AFS,39.5,Ringworm,Topical Treatment + Monitoring,-9.1
FMD,1,528.3,50,AFS,39.1,None,Antibiotics + Isolation,-14.1
Mastitis,2,510.3,93,AFS,41.0,None,Antibiotics + Isolation,-19.1
Contagious,0,522.4,47,AFS,38.7,None,Antibiotics + Isolation,-8.4
Dermatophilosis,2,428.3,68,AFS,39.8,None,Antibiotics + Isolation,-19.9
Ringworm,0,375.5,83,AFS,38.8,None,Topical Treatment + Monitoring,-1.2
Mastitis,2,423.4,26,AFS,40.5,None,Antibiotics + Isolation,-18.5
Ringworm,1,477.4,27,AFS,39.4,Ringworm,Topical Treatment + Monitoring,-6.7
Pediculosis,0,463.6,93,AFS,38.5,None,Antiparasitic + Monitoring,-5.6
Mastitis,1,366.5,56,AFS,39.5,None,Anti-inflammatory + Rest,-13.7
Ringworm,1,407.9,90,AFS,39.3,None,Topical Treatment + Monitoring,-6.3
Dermatophilosis,1,452.5,37,AFS,39.4,None,Antibiotics + Isolation,-10.8
Ringworm,0,498.4,72,AFS,38.9,FMD,Topical Treatment + Monitoring,-1.1
Dermatophilosis,1,446.9,77,AFS,39.0,None,Antibiotics + Isolation,-11.0
Dermatophilosis,0,499.9,80,AFS,38.7,None,Topical Treatment + Monitoring,-3.7
Pediculosis,0,438.7,31,AFS,38.7,None,Antiparasitic + Monitoring,-4.4
Pediculosis,1,420.8,95,AFS,39.5,None,Antiparasitic + Monitoring,-6.2
Mastitis,1,415.0,58,AFS,39.0,Lumpy Skin,Anti-inflammatory + Rest,-12.2
Mastitis,2,447.0,81,AFS,40.0,Mastitis,Antibiotics + Isolation,-18.4
Dermatophilosis,1,400.0,50,AFS,39.3,None,Antibiotics + Isolation,-13.3
Mastitis,1,536.7,84,AFS,39.8,None,Anti-inflammatory + Rest,-13.8
Contagious,2,495.8,83,AFS,40.6,None,Antibiotics + Isolation,-21.5
Ringworm,0,398.0,32,AFS,39.0,None,Topical Treatment + Monitoring,-2.0
Pediculosis,2,351.6,45,AFS,39.9,Dermatophilosis,Antiparasitic + Monitoring,-12.9
Healthy,0,480.8,33,AFS,38.4,None,No Treatment Required,0.0
FMD,2,529.0,37,AFS,40.4,Mastitis,Antiviral + Quarantine,-25.8
Mastitis,2,453.8,92,AFS,40.0,None,Antibiotics + Isolation,-19.8
Ringworm,1,373.3,46,AFS,39.0,None,Topical Treatment + Monitoring,-6.4
Lumpy Skin,1,530.8,31,AFS,39.4,None,Antibiotics + Isolation,-15.2
Ringworm,2,533.0,16,AFS,40.2,None,Antifungal + Topical Care,-9.7
Ringworm,1,440.6,27,AFS,39.5,FMD,Topical Treatment + Monitoring,-8.0
Pediculosis,2,548.1,65,AFS,39.9,None,Antiparasitic + Monitoring,-13.5
Pediculosis,0,438.4,14,AFS,38.6,Pediculosis,Antiparasitic + Monitoring,-5.9
Healthy,0,481.2,26,AFS,38.7,None,No Treatment Required,0.0
Mastitis,1,433.3,73,AFS,39.2,None,Anti-inflammatory + Rest,-13.4
Healthy,0,447.4,38,AFS,38.7,None,No Treatment Required,0.0
Dermatophilosis,0,410.5,92,AFS,38.8,None,Topical Treatment + Monitoring,-5.0
Pediculosis,0,490.6,63,AFS,38.8,Contagious,Antiparasitic + Monitoring,-3.5
Mastitis,0,357.1,26,AFS,38.7,None,Anti-inflammatory + Rest,-7.3
Dermatophilosis,1,533.2,32,AFS,39.6,None,Antibiotics + Isolation,-13.0
Pediculosis,1,353.0,24,AFS,39.1,Lumpy Skin,Antiparasitic + Monitoring,-9.9
Contagious,1,548.7,75,AFS,39.1,None,Antibiotics + Isolation,-15.5
Healthy,0,352.9,41,AFS,38.7,Contagious,No Treatment Required,0.0
Pediculosis,1,356.4,65,AFS,39.7,Mastitis,Antiparasitic + Monitoring,-8.5
Healthy,0,506.0,71,AFS,38.7,Mastitis,No Treatment Required,0.0
Healthy,0,428.3,29,AFS,38.4,None,No Treatment Required,0.0
Ringworm,0,509.1,27,AFS,38.6,None,Topical Treatment + Monitoring,-1.4
Contagious,1,512.1,93,AFS,39.4,None,Antibiotics + Isolation,-12.3
Pediculosis,1,430.9,77,AFS,39.4,None,Antiparasitic + Monitoring,-7.9
FMD,0,445.1,90,AFS,38.9,None,Supportive Care Only,-4.2
FMD,1,495.5,50,AFS,39.4,None,Antibiotics + Isolation,-13.4
Pediculosis,1,519.8,47,AFS,39.0,None,Antiparasitic + Monitoring,-9.2
Lumpy Skin,0,353.7,19,AFS,38.5,None,Topical Treatment + Monitoring,-4.0
Lumpy Skin,1,390.3,61,AFS,39.4,None,Antibiotics + Isolation,-15.8
Dermatophilosis,1,542.4,83,AFS,39.6,None,Antibiotics + Isolation,-13.9
Lumpy Skin,1,520.2,58,AFS,39.1,None,Antibiotics + Isolation,-13.4
Pediculosis,1,450.5,95,AFS,39.4,None,Antiparasitic + Monitoring,-7.3
FMD,0,525.0,19,AFS,38.5,None,Supportive Care Only,-4.2
FMD,1,433.1,31,AFS,39.4,None,Antibiotics + Isolation,-13.6
FMD,1,543.7,55,AFS,39.6,None,Antibiotics + Isolation,-13.7
FMD,0,404.7,55,AFS,38.7,Dermatophilosis,Supportive Care Only,-5.0
Contagious,0,507.5,24,AFS,38.9,Pediculosis,Antibiotics + Isolation,-8.7
Ringworm,0,430.6,71,AFS,38.8,None,Topical Treatment + Monitoring,-1.4
Mastitis,2,366.8,24,AFS,41.0,Contagious,Antibiotics + Isolation,-18.2
Mastitis,0,540.9,23,AFS,38.7,None,Anti-inflammatory + Rest,-6.3
Lumpy Skin,1,449.4,39,AFS,39.4,None,Antibiotics + Isolation,-13.7
Contagious,2,467.0,69,AFS,40.4,Pediculosis,Antibiotics + Isolation,-20.7
Lumpy Skin,2,492.6,17,AFS,40.0,None,Antiviral + Quarantine,-24.4
FMD,1,526.6,23,AFS,39.3,Lumpy Skin,Antibiotics + Isolation,-13.9
Contagious,0,359.1,18,AFS,38.9,Lumpy Skin,Antibiotics + Isolation,-8.9
Mastitis,2,401.7,89,AFS,39.8,None,Antibiotics + Isolation,-22.0
Lumpy Skin,0,545.3,20,AFS,39.0,None,Topical Treatment + Monitoring,-5.4
Ringworm,1,445.6,44,AFS,39.2,None,Topical Treatment + Monitoring,-9.0
Mastitis,1,507.3,71,AFS,39.2,None,Anti-inflammatory + Rest,-13.1
Pediculosis,1,408.0,71,AFS,39.5,None,Antiparasitic + Monitoring,-7.2
Pediculosis,0,533.4,25,AFS,38.7,None,Antiparasitic + Monitoring,-2.6
Mastitis,1,543.7,68,AFS,39.6,Pediculosis,Anti-inflammatory + Rest,-12.3
Ringworm,0,351.6,42,AFS,38.7,None,Topical Treatment + Monitoring,-2.2
FMD,1,444.1,36,AFS,39.1,FMD,Antibiotics + Isolation,-15.5
Mastitis,0,498.3,41,AFS,38.9,Ringworm,Anti-inflammatory + Rest,-4.5
Contagious,0,439.6,39,AFS,38.7,None,Antibiotics + Isolation,-7.6
Healthy,0,544.1,17,AFS,38.6,None,No Treatment Required,0.0
FMD,1,476.6,77,AFS,39.4,Lumpy Skin,Antibiotics + Isolation,-13.9
Contagious,2,481.6,54,AFS,41.3,None,Antibiotics + Isolation,-23.5
Lumpy Skin,0,463.8,16,AFS,38.7,Lumpy Skin,Topical Treatment + Monitoring,-5.1
Healthy,0,360.2,85,AFS,38.5,None,No Treatment Required,0.0
Ringworm,1,448.4,49,AFS,39.2,None,Topical Treatment + Monitoring,-9.2
Dermatophilosis,0,513.6,54,AFS,38.8,None,Topical Treatment + Monitoring,-3.8
Healthy,0,540.1,76,AFS,38.4,Pediculosis,No Treatment Required,0.0
Healthy,0,460.8,39,AFS,38.3,None,No Treatment Required,0.0
FMD,1,404.9,46,AFS,39.5,None,Antibiotics + Isolation,-13.9
Mastitis,0,499.3,15,AFS,38.9,None,Anti-inflammatory + Rest,-7.7
Contagious,1,548.0,25,AFS,39.6,None,Antibiotics + Isolation,-14.3
Healthy,0,418.9,27,AFS,38.8,None,No Treatment Required,0.0
Mastitis,2,403.3,38,AFS,40.2,None,Antibiotics + Isolation,-18.2
Pediculosis,2,495.8,62,AFS,41.2,Pediculosis,Antiparasitic + Monitoring,-10.7
Dermatophilosis,0,379.0,52,AFS,38.6,None,Topical Treatment + Monitoring,-5.2
Lumpy Skin,2,532.3,65,AFS,41.0,Pediculosis,Antiviral + Quarantine,-24.3
Ringworm,1,454.8,61,AFS,39.5,Lumpy Skin,Topical Treatment + Monitoring,-7.3
Mastitis,1,437.1,92,AFS,39.3,None,Anti-inflammatory + Rest,-10.2
Contagious,0,488.9,40,AFS,38.7,None,Antibiotics + Isolation,-7.6
Ringworm,0,537.4,53,AFS,38.8,None,Topical Treatment + Monitoring,-4.9
Contagious,0,377.5,90,AFS,38.8,Dermatophilosis,Antibiotics + Isolation,-8.1
Pediculosis,0,357.5,65,AFS,38.9,None,Antiparasitic + Monitoring,-2.8
Ringworm,1,526.3,91,AFS,39.1,None,Topical Treatment + Monitoring,-6.8
Contagious,0,438.5,50,AFS,38.7,None,Antibiotics + Isolation,-7.8
Mastitis,1,491.2,51,AFS,39.5,Ringworm,Anti-inflammatory + Rest,-13.6
Lumpy Skin,1,502.8,14,AFS,39.4,Dermatophilosis,Antibiotics + Isolation,-13.5
Mastitis,1,501.8,26,AFS,39.3,None,Anti-inflammatory + Rest,-10.8
Lumpy Skin,0,368.1,68,AFS,38.8,Lumpy Skin,Topical Treatment + Monitoring,-3.7
Ringworm,1,503.5,12,AFS,39.3,Contagious,Topical Treatment + Monitoring,-7.5
Contagious,0,381.9,30,AFS,38.8,None,Antibiotics + Isolation,-7.0
Healthy,0,425.6,57,AFS,38.7,None,No Treatment Required,0.0
Ringworm,0,351.8,69,AFS,39.0,None,Topical Treatment + Monitoring,-1.0
Healthy,0,520.1,90,AFS,38.5,None,No Treatment Required,0.0
Ringworm,1,519.1,49,AFS,39.2,None,Topical Treatment + Monitoring,-8.9
FMD,2,530.4,59,AFS,40.3,None,Antiviral + Quarantine,-25.5
Ringworm,1,460.8,56,AFS,39.4,None,Topical Treatment + Monitoring,-8.7
FMD,2,377.9,17,AFS,40.8,None,Antiviral + Quarantine,-24.4
Contagious,2,490.0,41,AFS,40.8,None,Antibiotics + Isolation,-22.1
Lumpy Skin,0,539.8,76,AFS,39.0,None,Topical Treatment + Monitoring,-6.2
Lumpy Skin,2,354.8,25,AFS,41.3,None,Antiviral + Quarantine,-22.0
FMD,2,468.8,63,AFS,40.5,None,Antiviral + Quarantine,-23.4
Dermatophilosis,0,421.5,50,AFS,38.6,None,Topical Treatment + Monitoring,-6.9
Pediculosis,1,517.6,75,AFS,39.4,None,Antiparasitic + Monitoring,-7.5
Pediculosis,0,423.7,65,AFS,38.9,FMD,Antiparasitic + Monitoring,-4.9
Contagious,1,447.0,68,AFS,39.8,None,Antibiotics + Isolation,-15.7
Contagious,1,441.8,70,AFS,39.5,Pediculosis,Antibiotics + Isolation,-12.7
Pediculosis,2,449.3,63,AFS,40.1,None,Antiparasitic + Monitoring,-12.9
Lumpy Skin,1,444.1,21,AFS,39.6,None,Antibiotics + Isolation,-14.2
FMD,0,350.7,20,AFS,38.7,None,Supportive Care Only,-6.0
Ringworm,0,386.3,54,AFS,38.9,None,Topical Treatment + Monitoring,-2.2
Healthy,0,387.6,18,AFS,38.6,None,No Treatment Required,0.0
Lumpy Skin,0,496.3,92,AFS,38.6,None,Topical Treatment + Monitoring,-6.1
Lumpy Skin,1,398.7,71,AFS,39.1,Ringworm,Antibiotics + Isolation,-16.2
Pediculosis,2,364.3,66,AFS,41.0,None,Antiparasitic + Monitoring,-13.3
Dermatophilosis,0,402.7,73,AFS,38.5,None,Topical Treatment + Monitoring,-4.5
Dermatophilosis,1,368.8,58,AFS,39.3,Dermatophilosis,Antibiotics + Isolation,-13.5
Contagious,2,357.5,89,AFS,41.4,None,Antibiotics + Isolation,-22.5
Dermatophilosis,1,396.2,72,AFS,39.8,None,Antibiotics + Isolation,-10.6
Lumpy Skin,0,441.1,44,AFS,38.8,None,Topical Treatment + Monitoring,-3.6
Healthy,0,379.1,68,AFS,38.4,FMD,No Treatment Required,0.0
FMD,0,448.4,24,AFS,38.6,FMD,Supportive Care Only,-6.1
Ringworm,0,481.3,81,AFS,38.9,Mastitis,Topical Treatment + Monitoring,-3.2
Contagious,0,494.5,85,AFS,38.8,Contagious,Antibiotics + Isolation,-9.4
Mastitis,0,406.7,30,AFS,38.7,Dermatophilosis,Anti-inflammatory + Rest,-7.8
Lumpy Skin,2,497.9,60,AFS,41.2,None,Antiviral + Quarantine,-22.6
Contagious,2,395.0,16,AFS,40.5,None,Antibiotics + Isolation,-23.1
Mastitis,1,511.3,31,AFS,39.6,None,Anti-inflammatory + Rest,-10.2
Ringworm,1,413.5,86,AFS,39.6,None,Topical Treatment + Monitoring,-9.1
Healthy,0,529.5,85,AFS,38.5,FMD,No Treatment Required,0.0
Lumpy Skin,0,491.5,12,AFS,38.6,None,Topical Treatment + Monitoring,-5.4
Pediculosis,0,489.8,33,AFS,38.7,Lumpy Skin,Antiparasitic + Monitoring,-5.7
Dermatophilosis,1,481.6,42,AFS,39.2,None,Antibiotics + Isolation,-10.9
Dermatophilosis,1,414.2,36,AFS,39.1,Lumpy Skin,Antibiotics + Isolation,-11.2
FMD,1,381.2,83,AFS,39.6,Contagious,Antibiotics + Isolation,-16.5
FMD,2,375.7,91,AFS,40.9,None,Antiviral + Quarantine,-25.6
Lumpy Skin,2,454.9,25,AFS,40.1,None,Antiviral + Quarantine,-21.2
Dermatophilosis,1,543.3,18,AFS,39.7,Contagious,Antibiotics + Isolation,-12.1
Dermatophilosis,1,509.8,80,AFS,39.1,Mastitis,Antibiotics + Isolation,-11.7
Dermatophilosis,1,545.8,42,AFS,39.4,None,Antibiotics + Isolation,-11.5
Ringworm,1,407.4,16,AFS,39.6,None,Topical Treatment + Monitoring,-6.7
Ringworm,1,442.1,87,AFS,39.1,None,Topical Treatment + Monitoring,-9.7
Contagious,0,391.0,89,AFS,38.9,None,Antibiotics + Isolation,-7.1
Pediculosis,1,406.2,21,AFS,39.6,None,Antiparasitic + Monitoring,-6.7
FMD,0,536.4,29,AFS,38.5,None,Supportive Care Only,-4.6
Ringworm,1,501.2,79,AFS,39.2,Dermatophilosis,Topical Treatment + Monitoring,-9.0
Lumpy Skin,0,516.9,59,AFS,38.8,None,Topical Treatment + Monitoring,-5.0
Dermatophilosis,0,412.5,90,AFS,38.8,FMD,Topical Treatment + Monitoring,-4.4
Mastitis,0,382.1,72,AFS,38.6,None,Anti-inflammatory + Rest,-5.4
Ringworm,0,400.8,55,AFS,38.8,None,Topical Treatment + Monitoring,-4.7
Healthy,0,405.0,27,AFS,38.8,Contagious,No Treatment Required,0.0
Pediculosis,0,500.0,60,AFS,38.6,Pediculosis,Antiparasitic + Monitoring,-2.8
FMD,2,522.7,66,AFS,40.3,None,Antiviral + Quarantine,-25.3
Lumpy Skin,0,530.9,47,AFS,38.5,None,Topical Treatment + Monitoring,-4.4
FMD,2,532.4,13,AFS,41.0,None,Antiviral + Quarantine,-23.3
Pediculosis,2,420.0,73,AFS,41.1,None,Antiparasitic + Monitoring,-13.7
FMD,2,535.1,80,AFS,41.0,None,Antiviral + Quarantine,-23.6
Dermatophilosis,0,498.8,77,AFS,38.7,Mastitis,Topical Treatment + Monitoring,-6.3
Dermatophilosis,2,368.5,39,AFS,40.1,None,Antibiotics + Isolation,-16.2
FMD,0,534.5,63,AFS,38.7,Dermatophilosis,Supportive Care Only,-6.0
Mastitis,1,525.7,72,AFS,39.3,Contagious,Anti-inflammatory + Rest,-10.4
Pediculosis,0,524.0,80,AFS,38.9,None,Antiparasitic + Monitoring,-3.2
Pediculosis,1,524.1,83,AFS,39.7,Contagious,Antiparasitic + Monitoring,-9.0
Mastitis,1,533.5,92,AFS,39.5,None,Anti-inflammatory + Rest,-13.8
Pediculosis,0,523.9,73,AFS,38.8,None,Antiparasitic + Monitoring,-3.9
Lumpy Skin,2,429.1,21,AFS,41.3,None,Antiviral + Quarantine,-24.2
Ringworm,0,540.6,61,AFS,38.5,Contagious,Topical Treatment + Monitoring,-4.7
FMD,1,463.3,76,AFS,39.4,None,Antibiotics + Isolation,-14.2
Healthy,0,404.6,50,AFS,38.3,None,No Treatment Required,0.0
Healthy,0,509.8,25,AFS,38.6,None,No Treatment Required,0.0
Healthy,0,363.8,49,AFS,38.6,Contagious,No Treatment Required,0.0
Pediculosis,0,538.5,50,AFS,38.9,None,Antiparasitic + Monitoring,-4.5
Pediculosis,0,503.5,56,AFS,38.6,Contagious,Antiparasitic + Monitoring,-2.8
Pediculosis,1,439.9,34,AFS,39.2,None,Antiparasitic + Monitoring,-9.6
Pediculosis,0,522.2,33,AFS,38.5,Contagious,Antiparasitic + Monitoring,-5.1
Lumpy Skin,0,451.9,43,AFS,38.7,Ringworm,Topical Treatment + Monitoring,-3.1
Dermatophilosis,0,456.2,47,AFS,38.8,Dermatophilosis,Topical Treatment + Monitoring,-6.1
Pediculosis,2,415.9,57,AFS,40.7,None,Antiparasitic + Monitoring,-12.2
Lumpy Skin,2,462.0,39,AFS,41.1,Contagious,Antiviral + Quarantine,-22.0
Healthy,0,358.0,57,AFS,38.4,None,No Treatment Required,0.0
Ringworm,1,515.3,73,AFS,39.0,Ringworm,Topical Treatment + Monitoring,-9.7
Ringworm,1,422.4,17,AFS,39.3,None,Topical Treatment + Monitoring,-7.5
Healthy,0,408.5,59,AFS,38.6,None,No Treatment Required,0.0
Healthy,0,540.6,23,AFS,38.6,Mastitis,No Treatment Required,0.0
Healthy,0,430.7,27,AFS,38.7,None,No Treatment Required,0.0
Healthy,0,541.3,87,AFS,38.5,None,No Treatment Required,0.0
Lumpy Skin,2,478.3,84,AFS,40.5,None,Antiviral + Quarantine,-21.6
Mastitis,2,498.5,53,AFS,41.0,None,Antibiotics + Isolation,-21.4
Dermatophilosis,0,482.1,21,AFS,38.9,None,Topical Treatment + Monitoring,-6.5
Mastitis,1,354.0,60,AFS,39.4,None,Anti-inflammatory + Rest,-10.6
Pediculosis,2,382.4,54,AFS,40.4,None,Antiparasitic + Monitoring,-10.7
Pediculosis,0,501.4,56,AFS,39.0,None,Antiparasitic + Monitoring,-3.7
Mastitis,2,502.4,51,AFS,40.4,None,Antibiotics + Isolation,-21.1
FMD,1,367.2,26,AFS,39.5,None,Antibiotics + Isolation,-15.6
Mastitis,2,460.9,22,AFS,41.5,None,Antibiotics + Isolation,-21.9
FMD,0,476.8,19,AFS,38.7,None,Supportive Care Only,-4.9
Dermatophilosis,0,478.0,73,AFS,38.6,None,Topical Treatment + Monitoring,-4.5
Contagious,0,463.8,86,AFS,38.9,None,Antibiotics + Isolation,-8.0
Healthy,0,427.9,41,AFS,38.7,Ringworm,No Treatment Required,0.0
Lumpy Skin,2,505.3,39,AFS,40.5,None,Antiviral + Quarantine,-22.2
Dermatophilosis,0,517.0,38,AFS,38.5,None,Topical Treatment + Monitoring,-5.3
Mastitis,1,363.1,61,AFS,39.1,None,Anti-inflammatory + Rest,-11.2
Pediculosis,1,490.5,30,AFS,39.0,None,Antiparasitic + Monitoring,-8.4
FMD,1,372.1,70,AFS,39.4,None,Antibiotics + Isolation,-15.2
Ringworm,2,442.5,17,AFS,40.2,Mastitis,Antifungal + Topical Care,-11.3
FMD,1,395.6,49,AFS,39.4,None,Antibiotics + Isolation,-15.6
Mastitis,1,544.2,92,AFS,39.7,None,Anti-inflammatory + Rest,-10.2
Contagious,0,515.8,19,AFS,38.6,None,Antibiotics + Isolation,-8.8
Healthy,0,417.6,41,AFS,38.7,Mastitis,No Treatment Required,0.0
FMD,0,477.3,59,AFS,38.6,None,Supportive Care Only,-6.6
Healthy,0,482.9,38,AFS,38.5,None,No Treatment Required,0.0
Pediculosis,0,503.1,62,AFS,38.8,Mastitis,Antiparasitic + Monitoring,-3.5
Ringworm,0,539.5,93,AFS,38.5,None,Topical Treatment + Monitoring,-4.1
Lumpy Skin,0,460.8,54,AFS,38.9,None,Topical Treatment + Monitoring,-5.8
Contagious,0,482.9,76,AFS,38.7,None,Antibiotics + Isolation,-9.8
Ringworm,0,354.6,31,AFS,38.6,Pediculosis,Topical Treatment + Monitoring,-1.0
Mastitis,0,371.6,27,AFS,38.5,None,Anti-inflammatory + Rest,-4.6
FMD,1,441.0,64,AFS,39.5,FMD,Antibiotics + Isolation,-13.6
Pediculosis,0,359.3,45,AFS,38.8,None,Antiparasitic + Monitoring,-2.9
Mastitis,0,516.8,40,AFS,39.0,None,Anti-inflammatory + Rest,-6.0
Dermatophilosis,0,385.6,70,AFS,38.7,None,Topical Treatment + Monitoring,-6.3
Mastitis,1,510.2,62,AFS,39.8,Pediculosis,Anti-inflammatory + Rest,-13.4
Lumpy Skin,1,494.9,53,AFS,39.0,None,Antibiotics + Isolation,-14.6
Ringworm,0,375.5,42,AFS,39.0,None,Topical Treatment + Monitoring,-4.9
Dermatophilosis,1,501.7,33,AFS,39.6,Pediculosis,Antibiotics + Isolation,-13.7
Mastitis,2,419.9,37,AFS,40.2,None,Antibiotics + Isolation,-21.7
Lumpy Skin,1,533.5,60,AFS,39.2,Mastitis,Antibiotics + Isolation,-14.2
Dermatophilosis,0,435.1,28,AFS,38.7,None,Topical Treatment + Monitoring,-4.1
Contagious,1,358.9,42,AFS,39.8,None,Antibiotics + Isolation,-13.5
Dermatophilosis,1,472.4,33,AFS,39.5,None,Antibiotics + Isolation,-11.1
Pediculosis,0,459.1,50,AFS,38.7,Mastitis,Antiparasitic + Monitoring,-4.3
Healthy,0,519.5,69,AFS,38.4,None,No Treatment Required,0.0
Pediculosis,2,409.4,37,AFS,40.5,None,Antiparasitic + Monitoring,-13.6
Contagious,0,486.6,84,AFS,38.7,FMD,Antibiotics + Isolation,-7.9
Pediculosis,1,401.4,70,AFS,39.4,Lumpy Skin,Antiparasitic + Monitoring,-8.5
Contagious,1,486.8,40,AFS,39.4,None,Antibiotics + Isolation,-13.5
Pediculosis,0,542.6,76,AFS,38.8,None,Antiparasitic + Monitoring,-2.3
Healthy,0,530.1,75,AFS,38.4,None,No Treatment Required,0.0
Dermatophilosis,2,476.6,35,AFS,41.0,None,Antibiotics + Isolation,-17.0
Pediculosis,2,384.9,43,AFS,40.3,None,Antiparasitic + Monitoring,-12.3
Mastitis,0,434.7,25,AFS,38.7,None,Anti-inflammatory + Rest,-7.4
Pediculosis,0,475.4,20,AFS,38.6,Pediculosis,Antiparasitic + Monitoring,-3.3
Lumpy Skin,1,392.5,59,AFS,39.3,Lumpy Skin,Antibiotics + Isolation,-16.4
Contagious,1,490.6,92,AFS,39.6,None,Antibiotics + Isolation,-12.7
Pediculosis,1,402.6,86,AFS,39.4,Mastitis,Antiparasitic + Monitoring,-7.3
FMD,1,502.2,40,AFS,39.6,Contagious,Antibiotics + Isolation,-13.1
Lumpy Skin,1,459.2,87,AFS,39.8,None,Antibiotics + Isolation,-16.6
Mastitis,2,411.7,26,AFS,40.4,None,Antibiotics + Isolation,-18.6
Mastitis,2,447.7,50,AFS,40.9,None,Antibiotics + Isolation,-18.3
Pediculosis,0,498.0,78,AFS,38.7,None,Antiparasitic + Monitoring,-3.2
Contagious,1,491.7,27,AFS,39.2,None,Antibiotics + Isolation,-13.7
Dermatophilosis,0,400.5,26,AFS,39.0,None,Topical Treatment + Monitoring,-6.6
Mastitis,2,375.2,62,AFS,41.2,Pediculosis,Antibiotics + Isolation,-20.0
Healthy,0,498.7,66,AFS,38.7,None,No Treatment Required,0.0
Dermatophilosis,0,442.5,61,AFS,38.8,None,Topical Treatment + Monitoring,-6.5
Dermatophilosis,2,386.1,50,AFS,41.2,None,Antibiotics + Isolation,-17.0
Contagious,1,522.2,95,AFS,39.1,Lumpy Skin,Antibiotics + Isolation,-14.3
FMD,0,366.9,17,AFS,38.9,None,Supportive Care Only,-7.0
Healthy,0,387.6,58,AFS,38.7,None,No Treatment Required,0.0
Pediculosis,1,423.3,14,AFS,39.7,None,Antiparasitic + Monitoring,-6.2
Mastitis,1,512.2,39,AFS,39.4,None,Anti-inflammatory + Rest,-12.6
Lumpy Skin,1,482.8,63,AFS,39.3,Mastitis,Antibiotics + Isolation,-14.9
Ringworm,1,530.0,83,AFS,39.4,Lumpy Skin,Topical Treatment + Monitoring,-7.0
FMD,1,376.1,26,AFS,39.2,Pediculosis,Antibiotics + Isolation,-16.5
Contagious,2,511.1,24,AFS,41.3,None,Antibiotics + Isolation,-20.2
Pediculosis,0,427.1,17,AFS,38.9,Lumpy Skin,Antiparasitic + Monitoring,-2.8
Ringworm,0,507.2,75,AFS,38.7,None,Topical Treatment + Monitoring,-2.2
Pediculosis,1,404.8,47,AFS,39.6,None,Antiparasitic + Monitoring,-7.7
Dermatophilosis,1,447.1,47,AFS,39.4,None,Antibiotics + Isolation,-12.9
Ringworm,1,526.9,12,AFS,39.0,Mastitis,Topical Treatment + Monitoring,-7.2
Healthy,0,446.3,92,AFS,38.4,Lumpy Skin,No Treatment Required,0.0
Ringworm,1,495.5,85,AFS,39.1,None,Topical Treatment + Monitoring,-8.4
Healthy,0,407.2,68,AFS,38.5,None,No Treatment Required,0.0
Pediculosis,2,502.4,61,AFS,39.9,None,Antiparasitic + Monitoring,-12.2
Contagious,0,521.7,32,AFS,38.9,Pediculosis,Antibiotics + Isolation,-9.1
Healthy,0,421.1,62,AFS,38.6,Ringworm,No Treatment Required,0.0
FMD,0,417.3,12,AFS,39.0,None,Supportive Care Only,-5.3
Mastitis,0,473.4,51,AFS,38.6,None,Anti-inflammatory + Rest,-7.1
