Age_Months,Weight_kg,Breed,Milk_Yield_L_per_day,Health_Status,Disease,Body_Condition_Score,Location,Dry_Matter_Intake_kg_per_day,Energy_MJ_per_day,Crude_Protein_g_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Recommended_Feed_Type
24,352,Jersey,8.3,Healthy,None,3.9,Puttalam,9.63,112.3,946.0,61.4,32.8,Grass
21,355,Local,15.9,Healthy,None,3.3,Badulla,10.46,112.2,1095.0,61.3,40.6,Mixed
69,544,Jersey,13.2,Healthy,None,2.9,Puttalam,14.92,162.8,1342.0,89.2,57.7,Grass
58,562,Friesian,18.0,Mild,Mastitis,3.1,Monaragala,15.85,168.2,1350.0,98.7,45.6,Mixed
29,410,Ayrshire,2.2,Healthy,None,2.4,Polonnaruwa,10.47,112.0,935.0,64.7,34.6,Grass
92,478,Local,11.1,Healthy,None,3.2,Anuradhapura,13.06,140.1,1189.0,79.7,39.5,Grass
38,462,Friesian,11.7,Healthy,None,3.6,Polonnaruwa,12.72,143.8,1121.0,71.3,44.0,Grass
106,377,Friesian,2.2,Mild,Mastitis,3.1,Puttalam,9.65,112.7,839.0,44.2,38.9,Grass
66,494,Jersey,2.9,Mild,Foot Rot,3.4,Anuradhapura,12.64,144.0,1281.0,80.4,45.7,Grass
75,260,Local,11.5,Severe,Foot Rot,3.2,Anuradhapura,7.65,83.7,702.0,35.7,25.4,Grass
35,569,Ayrshire,7.7,Mild,Mastitis,3.6,Badulla,15.0,159.7,1556.0,96.3,46.1,Grass
59,399,Friesian,17.2,Healthy,None,3.3,Anuradhapura,11.7,137.8,1110.0,67.2,42.4,Mixed
64,379,Jersey,11.4,Healthy,None,3.3,Anuradhapura,10.62,125.1,1095.0,48.3,34.5,Grass
24,582,Jersey,8.5,Mild,Lumpy Skin Disease,3.4,Monaragala,15.4,170.7,1442.0,70.5,59.3,Grass
102,484,Friesian,20.2,Healthy,None,3.5,Matale,14.12,148.8,1446.0,89.7,39.7,Mixed
20,404,Local,8.4,Healthy,None,3.2,Puttalam,10.94,121.6,1015.0,64.4,34.8,Grass
60,437,Local,5.5,Healthy,None,3.3,Puttalam,11.48,125.6,1192.0,68.2,41.0,Grass
54,386,Friesian,14.3,Severe,Foot Rot,2.1,Kurunegala,11.08,117.6,1089.0,56.9,38.9,Grass
20,315,Friesian,6.2,Healthy,None,2.9,Kurunegala,8.5,91.2,734.0,48.0,26.6,Grass
27,254,Friesian,10.5,Mild,Lumpy Skin Disease,2.4,Monaragala,7.4,86.1,720.0,35.6,27.2,Grass
76,573,Ayrshire,13.9,Mild,Mastitis,3.1,Kurunegala,15.72,177.6,1354.0,75.1,64.2,Grass
41,296,Friesian,11.0,Healthy,None,2.6,Polonnaruwa,8.5,98.0,762.0,39.1,24.7,Grass
98,521,Jersey,17.2,Healthy,None,3.8,Polonnaruwa,14.75,158.7,1545.0,84.2,45.1,Mixed
111,596,Friesian,9.6,Healthy,None,2.7,Matale,15.86,177.0,1373.0,102.3,50.3,Grass
91,346,Friesian,14.5,Mild,Mastitis,2.8,Puttalam,10.1,108.5,1030.0,60.7,31.5,Grass
99,553,Ayrshire,11.3,Healthy,None,3.4,Badulla,14.96,166.9,1357.0,80.1,59.2,Grass
48,521,Friesian,2.5,Mild,Foot Rot,3.7,Polonnaruwa,13.28,143.8,1329.0,61.5,38.4,Grass
111,280,Local,12.4,Healthy,None,2.8,Kurunegala,8.24,94.7,818.0,37.3,31.7,Grass
58,551,Ayrshire,11.6,Mild,Foot Rot,3.0,Puttalam,14.94,170.0,1290.0,75.1,59.4,Grass
63,495,Ayrshire,3.3,Healthy,None,3.7,Matale,12.71,146.1,1160.0,82.6,39.0,Grass
39,271,Ayrshire,12.2,Healthy,None,3.2,Puttalam,8.0,93.2,732.0,48.7,33.0,Grass
77,487,Local,16.8,Healthy,None,2.5,Monaragala,13.86,158.8,1285.0,88.7,55.8,Mixed
58,445,Jersey,14.4,Healthy,None,2.9,Matale,12.56,132.1,1266.0,73.1,38.2,Grass
41,361,Friesian,16.2,Healthy,None,1.9,Anuradhapura,10.64,118.3,962.0,52.1,37.2,Mixed
56,531,Ayrshire,11.5,Healthy,None,2.7,Anuradhapura,14.43,160.6,1435.0,77.4,59.5,Grass
80,590,Friesian,14.2,Healthy,None,3.2,Anuradhapura,16.17,172.0,1683.0,95.6,59.0,Grass
48,515,Local,8.5,Mild,Lumpy Skin Disease,2.6,Polonnaruwa,13.72,152.8,1429.0,79.1,44.9,Grass
105,566,Local,11.4,Healthy,None,2.6,Badulla,15.29,172.5,1462.0,79.2,50.8,Grass
34,439,Local,16.2,Healthy,None,2.8,Anuradhapura,12.6,139.6,1176.0,62.0,41.0,Mixed
58,574,Local,0.0,Mild,Foot Rot,2.8,Polonnaruwa,14.35,157.0,1448.0,84.6,58.3,Grass
118,573,Jersey,6.8,Mild,Foot Rot,2.2,Kurunegala,15.01,162.2,1522.0,82.2,51.9,Grass
58,511,Friesian,5.8,Healthy,None,3.1,Badulla,13.36,142.9,1222.0,74.3,46.1,Grass
52,284,Local,18.6,Healthy,None,3.2,Monaragala,8.96,96.3,900.0,53.1,29.7,Mixed
25,492,Jersey,9.0,Healthy,None,3.2,Monaragala,13.2,138.7,1216.0,75.8,47.3,Grass
52,413,Local,9.7,Severe,Foot Rot,2.7,Matale,11.3,131.6,1006.0,69.2,34.6,Grass
95,311,Ayrshire,6.2,Mild,Foot Rot,2.1,Puttalam,8.39,97.7,801.0,46.2,26.4,Grass
72,255,Ayrshire,10.1,Healthy,None,3.1,Kurunegala,7.38,78.9,631.0,42.8,28.5,Grass
65,488,Jersey,11.5,Healthy,None,2.8,Polonnaruwa,13.35,146.8,1177.0,71.9,43.3,Grass
76,391,Jersey,7.3,Mild,Lumpy Skin Disease,3.3,Kurunegala,10.51,114.2,1017.0,54.1,29.7,Grass
59,532,Local,5.4,Healthy,None,3.4,Badulla,13.84,151.0,1376.0,77.5,50.9,Grass
59,452,Jersey,7.0,Healthy,None,2.6,Matale,12.0,139.0,1028.0,60.8,43.1,Grass
23,511,Friesian,4.7,Mild,Foot Rot,2.7,Matale,13.25,141.4,1143.0,61.4,39.9,Grass
38,370,Friesian,16.9,Mild,Lumpy Skin Disease,3.3,Matale,10.94,119.7,1020.0,65.7,38.2,Mixed
25,518,Local,16.9,Healthy,None,3.3,Puttalam,14.64,161.3,1290.0,90.0,57.7,Mixed
38,309,Ayrshire,6.5,Healthy,None,2.8,Badulla,8.38,88.6,827.0,38.1,31.0,Grass
46,495,Friesian,8.1,Healthy,None,3.7,Polonnaruwa,13.19,151.5,1372.0,84.5,39.5,Grass
59,448,Local,6.0,Healthy,None,3.4,Matale,11.8,135.6,1119.0,68.9,44.6,Grass
26,270,Jersey,16.5,Healthy,None,3.9,Matale,8.4,90.5,812.0,37.9,31.8,Mixed
65,510,Jersey,10.0,Healthy,None,3.4,Polonnaruwa,13.75,147.1,1171.0,79.1,50.5,Grass
89,441,Local,23.4,Healthy,None,2.7,Polonnaruwa,13.37,143.9,1299.0,69.1,43.6,Concentrate
68,311,Ayrshire,4.3,Healthy,None,2.1,Anuradhapura,8.21,91.0,857.0,48.0,31.8,Grass
41,307,Friesian,15.6,Healthy,None,2.1,Badulla,9.24,98.3,958.0,45.4,35.7,Mixed
113,402,Jersey,10.1,Mild,Lumpy Skin Disease,3.2,Monaragala,11.06,121.3,952.0,63.6,39.7,Grass
50,361,Friesian,12.9,Healthy,None,3.2,Badulla,10.32,111.3,915.0,53.3,36.1,Grass
67,417,Local,13.1,Severe,Foot Rot,3.6,Monaragala,11.74,134.8,1214.0,64.1,42.7,Grass
103,377,Friesian,7.2,Healthy,None,2.7,Polonnaruwa,10.15,118.2,1036.0,58.2,40.6,Grass
18,405,Local,8.1,Healthy,None,3.4,Anuradhapura,10.94,122.9,965.0,50.4,33.9,Grass
72,440,Friesian,16.5,Healthy,None,3.2,Anuradhapura,12.65,143.6,1151.0,57.8,37.5,Mixed
51,483,Jersey,17.9,Healthy,None,2.4,Puttalam,13.87,157.1,1443.0,84.4,55.9,Mixed
40,257,Friesian,20.3,Healthy,None,3.8,Polonnaruwa,8.46,91.4,866.0,47.9,30.3,Mixed
20,538,Local,15.7,Healthy,None,3.9,Kurunegala,15.02,171.2,1341.0,79.5,50.0,Mixed
81,471,Local,3.7,Healthy,None,2.7,Monaragala,12.14,142.8,1172.0,55.7,35.1,Grass
53,394,Local,8.3,Healthy,None,3.4,Badulla,10.68,115.9,1051.0,68.6,32.7,Grass
75,250,Friesian,6.7,Mild,Lumpy Skin Disease,3.4,Badulla,6.92,77.7,685.0,42.1,26.3,Grass
24,396,Ayrshire,18.9,Healthy,None,3.3,Polonnaruwa,11.79,129.4,1196.0,65.9,39.2,Mixed
110,532,Jersey,13.4,Healthy,None,2.5,Polonnaruwa,14.64,165.9,1364.0,82.9,48.6,Grass
116,399,Jersey,7.8,Mild,Lumpy Skin Disease,3.6,Polonnaruwa,10.76,122.4,1002.0,69.1,31.4,Grass
35,420,Ayrshire,15.9,Healthy,None,3.0,Polonnaruwa,12.09,134.0,1158.0,70.9,48.9,Mixed
82,570,Jersey,9.9,Healthy,None,2.0,Anuradhapura,15.24,170.7,1549.0,73.4,59.7,Grass
119,355,Local,6.6,Healthy,None,4.0,Kurunegala,9.54,105.4,832.0,52.5,27.3,Grass
91,252,Ayrshire,5.6,Severe,Foot Rot,3.1,Puttalam,6.86,80.4,685.0,40.3,26.8,Grass
32,416,Ayrshire,17.0,Healthy,None,2.4,Badulla,12.1,133.3,1187.0,64.0,43.7,Mixed
70,304,Jersey,12.9,Healthy,None,3.5,Kurunegala,8.89,98.6,904.0,55.9,27.2,Grass
119,508,Friesian,12.1,Healthy,None,4.4,Polonnaruwa,13.91,162.6,1376.0,71.1,53.7,Grass
44,527,Friesian,3.7,Severe,Mastitis,3.5,Monaragala,13.54,142.6,1159.0,64.2,41.4,Grass
105,286,Friesian,11.1,Healthy,None,3.4,Badulla,8.26,96.9,772.0,43.1,27.8,Grass
94,403,Ayrshire,14.2,Healthy,None,2.6,Matale,11.5,123.9,1076.0,65.3,39.9,Grass
93,271,Local,13.1,Severe,Lumpy Skin Disease,2.1,Puttalam,8.09,88.3,693.0,47.7,32.4,Grass
114,525,Friesian,15.0,Healthy,None,3.1,Kurunegala,14.62,164.7,1500.0,93.5,55.0,Grass
66,269,Local,15.2,Mild,Mastitis,3.5,Badulla,8.25,91.7,791.0,38.5,31.5,Mixed
98,298,Local,13.8,Healthy,None,3.1,Matale,8.83,96.6,857.0,48.0,28.7,Grass
117,481,Jersey,7.6,Healthy,None,2.6,Kurunegala,12.79,135.9,1262.0,72.7,47.9,Grass
82,477,Friesian,17.9,Healthy,None,3.7,Badulla,13.71,152.2,1357.0,72.3,56.1,Mixed
110,274,Ayrshire,10.8,Healthy,None,3.0,Anuradhapura,7.93,90.5,752.0,50.0,25.5,Grass
23,398,Ayrshire,7.5,Healthy,None,3.6,Anuradhapura,10.7,121.9,1117.0,49.8,37.2,Grass
18,448,Jersey,15.3,Mild,Mastitis,4.0,Puttalam,12.73,138.7,1139.0,79.3,46.0,Mixed
47,477,Friesian,7.6,Healthy,None,2.8,Puttalam,12.69,135.5,1267.0,81.1,45.5,Grass
81,437,Local,13.2,Healthy,None,3.3,Puttalam,12.25,137.0,1211.0,70.7,36.1,Grass
22,392,Local,10.9,Healthy,None,2.6,Polonnaruwa,10.89,120.3,940.0,54.7,45.0,Grass
78,455,Jersey,16.4,Severe,Mastitis,3.4,Puttalam,13.02,138.8,1149.0,73.4,48.6,Mixed
102,529,Ayrshire,7.4,Healthy,None,3.7,Kurunegala,13.97,155.4,1459.0,81.2,50.5,Grass
89,270,Jersey,17.9,Healthy,None,3.1,Matale,8.54,93.0,853.0,45.1,28.4,Mixed
118,256,Friesian,12.4,Healthy,None,3.3,Polonnaruwa,7.64,82.9,730.0,39.0,30.1,Grass
49,495,Jersey,7.7,Healthy,None,3.0,Badulla,13.14,146.1,1243.0,61.7,43.9,Grass
98,527,Friesian,1.2,Healthy,None,3.4,Matale,13.29,141.7,1265.0,82.7,38.5,Grass
27,539,Jersey,4.2,Healthy,None,3.8,Polonnaruwa,13.9,159.6,1415.0,72.6,43.3,Grass
70,280,Local,10.3,Healthy,None,2.9,Polonnaruwa,8.03,87.7,746.0,39.2,30.7,Grass
68,480,Jersey,8.9,Mild,Mastitis,2.9,Monaragala,12.89,143.4,1340.0,71.1,43.4,Grass
114,575,Jersey,19.1,Healthy,None,1.8,Puttalam,16.29,182.1,1547.0,75.8,59.3,Mixed
26,537,Friesian,18.4,Mild,Mastitis,3.2,Badulla,15.27,175.7,1310.0,77.2,48.8,Mixed
61,405,Ayrshire,6.0,Severe,Lumpy Skin Disease,2.5,Badulla,10.72,119.7,994.0,66.9,40.3,Grass
89,599,Jersey,20.4,Healthy,None,2.5,Badulla,17.02,180.7,1613.0,88.2,60.0,Mixed
26,378,Ayrshire,6.2,Severe,Lumpy Skin Disease,3.6,Anuradhapura,10.07,113.5,902.0,64.0,32.8,Grass
90,347,Ayrshire,13.7,Severe,Mastitis,2.5,Puttalam,10.05,116.3,958.0,53.5,31.9,Grass
103,587,Jersey,13.1,Mild,Mastitis,2.5,Badulla,15.99,184.6,1579.0,78.0,60.1,Grass
87,533,Ayrshire,17.5,Healthy,None,3.5,Polonnaruwa,15.08,167.4,1439.0,71.4,57.5,Mixed
99,376,Jersey,14.7,Healthy,None,3.2,Polonnaruwa,10.87,123.1,997.0,68.2,42.8,Grass
49,450,Local,20.8,Mild,Foot Rot,3.0,Kurunegala,13.33,147.9,1224.0,66.8,38.7,Mixed
66,531,Local,6.1,Healthy,None,3.2,Matale,13.88,149.1,1439.0,88.2,47.7,Grass
92,391,Local,22.4,Healthy,None,2.5,Puttalam,12.02,127.0,1125.0,77.7,43.7,Concentrate
73,448,Ayrshire,10.2,Healthy,None,3.2,Monaragala,12.22,131.2,1127.0,74.6,35.1,Grass
26,392,Friesian,11.7,Healthy,None,2.5,Anuradhapura,10.97,119.0,1104.0,69.7,41.3,Grass
23,588,Friesian,17.6,Healthy,None,4.2,Anuradhapura,16.46,180.1,1605.0,83.2,56.0,Mixed
46,566,Ayrshire,13.0,Severe,Lumpy Skin Disease,2.5,Anuradhapura,15.45,179.1,1360.0,86.6,50.1,Grass
39,446,Jersey,4.3,Healthy,None,3.1,Polonnaruwa,11.58,121.9,1021.0,65.3,42.4,Grass
80,313,Friesian,17.5,Healthy,None,3.2,Anuradhapura,9.57,105.5,860.0,54.7,38.7,Mixed
53,304,Friesian,12.0,Healthy,None,2.7,Anuradhapura,8.8,95.9,850.0,50.2,29.4,Grass
47,301,Friesian,6.5,Healthy,None,3.4,Monaragala,8.18,90.6,720.0,51.3,32.6,Grass
66,261,Ayrshire,16.6,Healthy,None,2.2,Kurunegala,8.19,93.2,768.0,51.2,26.9,Mixed
81,509,Local,19.9,Mild,Foot Rot,3.3,Badulla,14.72,158.5,1294.0,68.5,58.5,Mixed
66,336,Local,19.0,Healthy,None,2.3,Anuradhapura,10.3,112.4,959.0,51.5,33.0,Mixed
66,557,Local,5.2,Severe,Foot Rot,2.9,Monaragala,14.45,169.3,1299.0,85.2,49.6,Grass
20,449,Ayrshire,14.5,Healthy,None,3.9,Puttalam,12.68,133.5,1188.0,68.4,43.0,Grass
50,428,Jersey,15.5,Healthy,None,2.9,Matale,12.25,143.1,1105.0,59.0,38.1,Mixed
100,514,Jersey,6.9,Mild,Lumpy Skin Disease,3.6,Kurunegala,13.54,148.6,1357.0,63.4,55.3,Grass
96,533,Friesian,7.2,Healthy,None,3.8,Puttalam,14.05,157.1,1266.0,67.4,42.1,Grass
53,345,Jersey,10.6,Healthy,None,3.8,Matale,9.69,103.8,837.0,60.5,35.6,Grass
101,340,Ayrshire,15.4,Healthy,None,2.9,Anuradhapura,10.04,117.7,1033.0,49.9,39.5,Mixed
95,289,Friesian,9.4,Mild,Lumpy Skin Disease,2.8,Monaragala,8.17,94.5,724.0,38.8,28.2,Grass
65,341,Jersey,14.1,Healthy,None,3.0,Polonnaruwa,9.94,106.8,1001.0,51.2,30.2,Grass
83,260,Friesian,9.0,Healthy,None,2.9,Matale,7.4,79.3,698.0,45.8,23.2,Grass
65,543,Ayrshire,12.4,Healthy,None,1.9,Matale,14.82,164.4,1470.0,87.8,44.9,Grass
114,271,Friesian,14.3,Severe,Mastitis,2.5,Puttalam,8.21,86.2,774.0,50.1,30.8,Grass
88,527,Local,6.2,Mild,Lumpy Skin Disease,2.2,Badulla,13.8,162.2,1433.0,71.9,50.3,Grass
113,457,Ayrshire,3.0,Healthy,None,2.3,Anuradhapura,11.73,129.4,1115.0,64.5,46.1,Grass
27,557,Ayrshire,8.5,Mild,Mastitis,4.0,Polonnaruwa,14.78,166.8,1378.0,77.6,49.1,Grass
80,351,Friesian,9.4,Healthy,None,3.1,Monaragala,9.71,111.7,971.0,52.4,35.2,Grass
113,321,Ayrshire,14.0,Healthy,None,3.1,Puttalam,9.43,100.8,971.0,59.5,29.7,Grass
77,488,Ayrshire,11.6,Mild,Lumpy Skin Disease,2.4,Badulla,13.36,142.5,1392.0,66.7,40.1,Grass
30,401,Ayrshire,19.3,Healthy,None,3.9,Matale,11.96,132.8,1109.0,69.5,40.7,Mixed
55,431,Local,3.6,Healthy,None,2.5,Polonnaruwa,11.13,131.1,1135.0,51.6,36.3,Grass
82,334,Friesian,10.6,Severe,Mastitis,2.5,Badulla,9.41,107.9,906.0,43.5,33.1,Grass
84,440,Friesian,14.5,Healthy,None,2.6,Polonnaruwa,12.45,136.1,1211.0,64.7,40.6,Grass
24,514,Friesian,22.8,Mild,Lumpy Skin Disease,3.6,Badulla,15.13,167.4,1442.0,88.2,54.0,Concentrate
90,509,Friesian,13.1,Severe,Mastitis,3.5,Badulla,14.04,164.4,1300.0,81.7,48.0,Grass
99,386,Jersey,17.5,Healthy,None,2.7,Kurunegala,11.4,133.3,990.0,60.1,38.2,Mixed
23,405,Friesian,7.9,Severe,Mastitis,3.0,Puttalam,10.91,120.5,970.0,66.5,44.0,Grass
88,540,Ayrshire,16.3,Severe,Mastitis,3.1,Puttalam,15.13,158.9,1306.0,94.1,48.0,Mixed
118,283,Jersey,4.1,Healthy,None,2.6,Puttalam,7.49,88.2,775.0,41.1,21.8,Grass
61,565,Ayrshire,11.6,Mild,Lumpy Skin Disease,3.0,Badulla,15.29,172.0,1467.0,96.4,58.7,Grass
103,417,Jersey,21.9,Mild,Foot Rot,2.3,Anuradhapura,12.62,142.2,1245.0,77.1,49.1,Mixed
46,261,Local,14.5,Healthy,None,3.7,Puttalam,7.98,87.2,760.0,43.9,30.4,Grass
24,552,Ayrshire,23.4,Mild,Lumpy Skin Disease,2.8,Anuradhapura,16.14,171.7,1420.0,79.8,62.9,Concentrate
77,328,Friesian,14.5,Mild,Foot Rot,3.3,Kurunegala,9.65,105.9,964.0,51.5,31.5,Grass
49,333,Local,13.0,Severe,Foot Rot,3.0,Monaragala,9.63,101.9,879.0,60.5,32.8,Grass
73,328,Local,14.2,Healthy,None,1.7,Puttalam,9.62,101.4,998.0,45.6,30.1,Grass
68,551,Jersey,15.4,Healthy,None,3.1,Anuradhapura,15.32,177.8,1390.0,87.6,46.4,Mixed
94,417,Local,10.9,Mild,Mastitis,4.0,Puttalam,11.52,122.2,1163.0,52.0,41.0,Grass
29,581,Jersey,8.6,Severe,Mastitis,2.8,Badulla,15.38,170.9,1317.0,78.2,61.2,Grass
105,432,Friesian,22.0,Healthy,None,2.6,Kurunegala,13.0,151.6,1191.0,59.5,47.0,Mixed
96,250,Jersey,9.2,Mild,Lumpy Skin Disease,2.9,Monaragala,7.17,83.0,680.0,36.1,23.0,Grass
85,286,Ayrshire,16.2,Healthy,None,3.1,Matale,8.77,97.4,895.0,42.2,34.1,Mixed
30,504,Jersey,5.5,Mild,Mastitis,2.7,Puttalam,13.15,144.8,1207.0,63.5,45.5,Grass
63,510,Ayrshire,9.0,Healthy,None,3.0,Monaragala,13.65,155.8,1270.0,83.5,42.7,Grass
57,591,Ayrshire,14.1,Healthy,None,3.2,Kurunegala,16.19,179.7,1604.0,74.0,46.7,Grass
36,305,Local,3.1,Healthy,None,3.5,Anuradhapura,7.94,90.8,720.0,41.0,25.8,Grass
109,496,Local,13.3,Healthy,None,3.7,Polonnaruwa,13.73,160.8,1351.0,80.2,52.5,Grass
108,357,Local,14.2,Mild,Lumpy Skin Disease,3.6,Monaragala,10.35,110.8,919.0,47.9,29.4,Grass
120,379,Local,14.3,Healthy,None,3.7,Polonnaruwa,10.9,121.5,1070.0,57.7,41.3,Grass
75,318,Ayrshire,14.6,Mild,Foot Rot,3.0,Badulla,9.41,104.0,859.0,59.6,33.8,Grass
41,253,Jersey,23.4,Severe,Lumpy Skin Disease,3.4,Anuradhapura,8.66,92.0,888.0,44.8,24.8,Concentrate
48,512,Local,14.9,Severe,Mastitis,2.4,Badulla,14.29,163.4,1334.0,86.3,52.6,Grass
61,564,Ayrshire,5.6,Healthy,None,3.1,Anuradhapura,14.66,155.9,1472.0,94.4,45.2,Grass
60,598,Ayrshire,12.7,Healthy,None,2.7,Puttalam,16.22,189.1,1701.0,92.9,59.3,Grass
116,270,Local,12.7,Severe,Foot Rot,3.8,Polonnaruwa,8.02,89.9,768.0,48.2,23.0,Grass
20,458,Friesian,15.5,Healthy,None,2.4,Anuradhapura,13.0,151.3,1347.0,82.3,47.5,Mixed
58,552,Jersey,11.4,Healthy,None,2.6,Matale,14.94,162.7,1465.0,68.4,46.6,Grass
50,452,Ayrshire,10.1,Healthy,None,2.8,Kurunegala,12.31,132.9,1101.0,75.6,38.6,Grass
73,274,Friesian,9.6,Mild,Lumpy Skin Disease,2.4,Monaragala,7.81,87.4,804.0,49.8,22.0,Grass
111,577,Ayrshire,11.4,Mild,Foot Rot,2.7,Polonnaruwa,15.57,164.5,1631.0,76.7,58.0,Grass
117,309,Jersey,0.0,Severe,Lumpy Skin Disease,4.0,Badulla,7.73,86.8,708.0,43.2,23.8,Grass
72,290,Ayrshire,17.4,Healthy,None,2.8,Polonnaruwa,8.99,105.5,768.0,42.8,34.6,Mixed
39,586,Ayrshire,12.1,Mild,Lumpy Skin Disease,2.4,Monaragala,15.86,169.9,1483.0,94.5,52.4,Grass
54,408,Friesian,20.5,Healthy,None,3.9,Kurunegala,12.25,131.1,1071.0,78.1,50.7,Mixed
117,388,Jersey,12.8,Healthy,None,3.5,Puttalam,10.98,121.7,960.0,66.2,42.7,Grass
83,312,Local,12.9,Mild,Lumpy Skin Disease,2.3,Monaragala,9.09,104.7,837.0,42.6,27.7,Grass
42,529,Ayrshire,9.9,Mild,Foot Rot,3.1,Anuradhapura,14.22,164.2,1434.0,66.4,41.1,Grass
61,332,Jersey,9.7,Healthy,None,2.9,Monaragala,9.27,108.5,905.0,42.3,37.0,Grass
114,471,Friesian,11.5,Mild,Lumpy Skin Disease,3.0,Badulla,12.93,139.3,1148.0,74.7,50.2,Grass
107,284,Jersey,12.3,Mild,Lumpy Skin Disease,2.5,Kurunegala,8.33,93.5,784.0,42.9,27.6,Grass
22,481,Jersey,8.4,Healthy,None,2.4,Puttalam,12.87,141.1,1348.0,82.0,47.7,Grass
113,253,Ayrshire,16.9,Mild,Mastitis,1.9,Matale,8.02,85.6,697.0,44.4,31.1,Mixed
35,492,Local,17.8,Healthy,None,3.7,Monaragala,14.08,157.9,1411.0,66.7,55.4,Mixed
99,412,Jersey,10.5,Healthy,None,1.7,Polonnaruwa,11.35,131.3,1031.0,70.6,32.7,Grass
103,320,Ayrshire,10.2,Mild,Mastitis,3.0,Polonnaruwa,9.02,98.0,920.0,58.3,37.6,Grass
27,505,Ayrshire,6.9,Mild,Lumpy Skin Disease,2.7,Monaragala,13.31,140.1,1393.0,68.6,50.5,Grass
35,518,Friesian,19.7,Healthy,None,3.3,Anuradhapura,14.92,158.5,1347.0,77.1,60.3,Mixed
91,358,Friesian,7.4,Healthy,None,2.2,Monaragala,9.69,105.2,987.0,54.3,34.5,Grass
28,531,Ayrshire,10.4,Severe,Foot Rot,2.9,Puttalam,14.32,155.9,1474.0,86.0,40.9,Grass
29,586,Ayrshire,14.5,Healthy,None,2.7,Kurunegala,16.1,170.1,1391.0,103.0,58.3,Grass
79,271,Local,14.6,Mild,Lumpy Skin Disease,4.0,Monaragala,8.23,92.2,743.0,46.8,29.5,Grass
49,291,Ayrshire,16.1,Healthy,None,3.0,Kurunegala,8.89,100.8,857.0,55.4,32.7,Mixed
78,361,Jersey,11.1,Healthy,None,2.8,Kurunegala,10.13,119.0,1036.0,55.9,42.4,Grass
105,517,Ayrshire,17.9,Healthy,None,2.7,Puttalam,14.71,168.4,1498.0,80.7,46.1,Mixed
45,563,Local,12.2,Healthy,None,3.0,Matale,15.3,171.1,1406.0,81.2,55.5,Grass
54,387,Jersey,9.5,Healthy,None,2.3,Kurunegala,10.62,123.8,1053.0,53.2,38.7,Grass
32,457,Jersey,13.6,Mild,Foot Rot,3.0,Badulla,12.79,136.4,1134.0,73.9,38.0,Grass
49,317,Friesian,14.5,Healthy,None,2.7,Anuradhapura,9.38,101.5,806.0,43.6,31.4,Grass
53,307,Friesian,18.1,Mild,Foot Rot,2.6,Puttalam,9.49,101.0,939.0,50.6,31.1,Mixed
36,325,Friesian,20.6,Mild,Lumpy Skin Disease,2.1,Badulla,10.19,119.9,943.0,56.4,32.5,Mixed
43,575,Jersey,14.2,Healthy,None,3.2,Puttalam,15.79,173.0,1617.0,98.2,58.9,Grass
80,390,Local,8.0,Healthy,None,3.2,Kurunegala,10.55,110.8,995.0,48.8,42.7,Grass
113,484,Ayrshire,18.4,Healthy,None,1.9,Monaragala,13.94,148.4,1265.0,70.6,42.5,Mixed
19,492,Friesian,14.5,Healthy,None,1.8,Polonnaruwa,13.75,150.6,1346.0,74.2,51.8,Grass
79,449,Ayrshire,7.2,Healthy,None,3.8,Puttalam,11.95,128.9,1232.0,54.2,37.4,Grass
67,362,Jersey,9.1,Healthy,None,2.4,Badulla,9.96,113.9,951.0,58.6,31.7,Grass
84,408,Local,11.0,Healthy,None,4.0,Monaragala,11.3,127.0,1160.0,56.3,36.1,Grass
49,592,Jersey,2.8,Healthy,None,2.5,Badulla,15.08,177.5,1283.0,96.8,49.1,Grass
116,533,Local,19.5,Healthy,None,3.9,Monaragala,15.28,160.5,1358.0,72.1,49.3,Mixed
72,378,Ayrshire,11.5,Healthy,None,2.4,Polonnaruwa,10.6,120.0,1043.0,68.1,38.1,Grass
30,444,Local,22.5,Healthy,None,3.8,Monaragala,13.35,155.6,1221.0,83.0,44.1,Concentrate
48,522,Ayrshire,15.4,Healthy,None,2.6,Anuradhapura,14.59,161.4,1404.0,85.8,43.0,Mixed
47,460,Friesian,11.8,Healthy,None,2.9,Matale,12.68,139.9,1330.0,58.9,47.6,Grass
74,319,Jersey,13.7,Mild,Mastitis,3.7,Kurunegala,9.35,102.7,802.0,42.3,33.9,Grass
53,579,Local,16.4,Mild,Mastitis,2.5,Monaragala,16.12,176.4,1447.0,76.4,63.3,Mixed
94,524,Jersey,18.9,Healthy,None,3.2,Kurunegala,14.99,170.8,1436.0,87.2,56.6,Mixed
80,360,Local,15.4,Mild,Mastitis,3.7,Puttalam,10.54,111.9,1019.0,66.9,33.6,Mixed
107,428,Ayrshire,6.4,Mild,Foot Rot,3.0,Kurunegala,11.34,129.3,970.0,53.2,41.7,Grass
103,390,Jersey,9.3,Healthy,None,2.2,Anuradhapura,10.68,114.3,1065.0,63.7,32.8,Grass
43,317,Ayrshire,13.7,Healthy,None,4.3,Badulla,9.3,105.6,832.0,44.4,27.6,Grass
44,437,Ayrshire,2.8,Mild,Lumpy Skin Disease,3.0,Kurunegala,11.21,119.9,967.0,70.6,38.8,Grass
